iProfile,x,y,Biome,NPP,fBNPP,ANPP,SOC20,SOC40,SOC60,SOC80,SOC100,SOC150,SOC200,BNPP0.5.cm,BNPP5.10.cm,BNPP10.15.cm,BNPP15.20.cm,BNPP20.25.cm,BNPP25.30.cm,BNPP30.35.cm,BNPP35.40.cm,BNPP40.45.cm,BNPP45.50.cm,BNPP50.55.cm,BNPP55.60.cm,BNPP60.65.cm,BNPP65.70.cm,BNPP70.75.cm,BNPP75.80.cm,BNPP80.85.cm,BNPP85.90.cm,BNPP90.95.cm,BNPP95.100.cm,BNPP100.105.cm,BNPP105.110.cm,BNPP110.115.cm,BNPP115.120.cm,BNPP120.125.cm,BNPP125.130.cm,BNPP130.135.cm,BNPP135.140.cm,BNPP140.145.cm,BNPP145.150.cm,BNPP150.155.cm,BNPP155.160.cm,BNPP160.165.cm,BNPP165.170.cm,BNPP170.175.cm,BNPP175.180.cm,BNPP180.185.cm,BNPP185.190.cm,BNPP190.195.cm,BNPP195.200.cm
744,59.27916571,46.20731624,8,83.8,0.521166153,40.12627638,1682.7008,1256.368,958.8618,712.9998,542.9196,884.8,767.6515,2.168306002,2.216608067,2.3088211,2.4449451,2.57978356,2.577746952,2.414182637,2.089090613,1.659128301,1.294267962,1.025413641,0.85256534,0.751156598,0.647488037,0.52815977,0.393171797,0.258273727,0.170714384,0.139084465,0.163383969,0.228773783,0.290736567,0.341178258,0.380098856,0.407498363,0.423376776,0.427734097,0.420570326,0.401885462,0.371679506,0.333379746,0.29726805,0.265213848,0.237217139,0.213277925,0.193396205,0.177571978,0.165805246,0.158096007,0.154565987
745,149.220832,62.60731618,6,260.3,0.294289246,183.6965093,8186.92,1719.9,1149.9264,440.7102,526.9868,1192.992,1874.25,14.21288467,13.13471674,11.07639615,8.037922892,4.493620693,1.866460714,0.415164983,0.139733502,0.722830828,1.21245064,1.435500879,1.391981545,1.147740523,0.90032147,0.685641415,0.503700357,0.360463234,0.273824856,0.247038828,0.280105147,0.35706099,0.430017883,0.490268831,0.537813834,0.572652892,0.594786004,0.604213172,0.600934394,0.584949671,0.556259003,0.51854047,0.482828314,0.451128759,0.423441806,0.399767455,0.380105706,0.364456559,0.352820013,0.34519607,0.341705106
746,-8.237500687,39.07398294,5,1044.4,0.325159111,704.8038245,11660.6376,5797.204,4235.218,3785.9328,3253.481,6256.32,3578.175,50,50,48.19216026,39.20076722,28.0493133,18.64782901,11.64541692,7.042077034,4.501281986,3.013449662,2.395019676,2.64599203,3.478571286,4.029371132,4.141412238,3.814694605,3.169114623,2.564361466,2.065833164,1.673529719,1.37437016,1.129111575,0.930618891,0.778892108,0.673931225,0.615736243,0.604307161,0.63964398,0.721746699,0.850615319,1.012200267,1.164352825,1.29940959,1.417370561,1.51823574,1.602005126,1.668678719,1.718256519,1.750738525,1.765611865
747,114.1624988,70.44064948,6,156,0.477616234,81.4918675,18008.9478,4164.777,3245.97,3089.733,1996.1424,7114.36,1481.76,6.08517798,5.834428457,5.355724822,4.649067074,3.783732444,2.967552615,2.238315166,1.596020099,1.053588567,0.649784031,0.391654393,0.279199653,0.278618508,0.288507047,0.290428196,0.284381954,0.272021144,0.258304231,0.244132754,0.229506712,0.214818781,0.201246985,0.18900551,0.178094357,0.168513525,0.160263014,0.153342825,0.147752957,0.143493411,0.140564186,0.138710714,0.137169291,0.135801061,0.134606025,0.133584183,0.132735534,0.132060079,0.131557818,0.13122875,0.131078072
748,-63.05416713,-4.617683556,1,844.9,0.323659782,571.4398502,3027.36,1429.7868,959.4936,771.5292,624.72,1297.2,1353.744,49.69105816,46.86901799,41.30101215,33.08157494,23.27703137,15.08635637,9.09118176,5.291507532,3.332622813,2.150394972,1.55134535,1.535473946,1.925925694,2.192135391,2.237636639,2.062429436,1.738935647,1.484420864,1.338387922,1.300836821,1.343787753,1.383301296,1.404115736,1.406231072,1.389647306,1.354364437,1.300382465,1.227701389,1.136321211,1.02624193,0.904369335,0.791420793,0.691163099,0.603596252,0.528720253,0.466535101,0.417040796,0.380237338,0.356124728,0.345083691
749,170.2708319,65.04898283,7,198.4,0.378189011,123.3673002,17210.2824,3810.048,2797.2864,2735.488,1955.524,6394.488,1397.088,17.90568313,16.50011135,13.81674705,9.855590233,5.222683871,1.736156918,0.058819601,0,0.001188835,0.277208586,0.544453799,0.559614285,0.392444725,0.252209169,0.176955626,0.166684094,0.202252035,0.226231829,0.228182091,0.208102822,0.171985693,0.137805723,0.108831099,0.085061819,0.066497885,0.053139295,0.044986051,0.042038151,0.044295596,0.051758386,0.063014098,0.073825462,0.083422067,0.091803911,0.098970995,0.10492332,0.109660884,0.113183688,0.115491732,0.116548573
750,26.47916584,-0.376016906,1,1225,0.287075329,873.332722,3582.0204,1770.08,1240.7304,957.06,786.9312,1612.8325,1408.008,50,50,46.83975196,34.78409823,20.49360638,9.914870736,4.093063416,3.028184416,5.394203292,7.213028717,7.761371358,7.039231214,5.424738875,4.052286103,3.128125949,2.65225841,2.511080039,2.363780486,2.148394234,1.864921283,1.540508692,1.256597638,1.02799561,0.854702607,0.73671863,0.674043677,0.66667775,0.714620848,0.817872971,0.976434119,1.173552843,1.358974794,1.523562818,1.667316915,1.790237084,1.892323327,1.973575643,2.033994031,2.073578493,2.091704009
751,80.31249896,48.20731623,8,145.1,0.583757553,60.39677906,4118.2512,2432.61,1420.2496,1076.3244,788.02,1451.151,1196.8,12.57184687,12.05446031,11.06672234,9.608632949,7.815241196,6.091694228,4.511655163,3.075124001,1.83740638,0.964419211,0.486329205,0.403136362,0.605859557,0.76755541,0.828779672,0.789532341,0.675785752,0.565456901,0.472712516,0.397552596,0.338031667,0.288313306,0.247336343,0.215100779,0.191606613,0.176853847,0.170842479,0.17357251,0.18504394,0.205256768,0.231670126,0.256661404,0.278844673,0.298219934,0.314787185,0.328546428,0.339497663,0.347640888,0.352976105,0.355419072
752,11.3041659,49.72398289,3,871.6,0.342111931,573.4152409,5038.668,2802.2904,1811.808,1197.756,1170.144,2336.18,1697.28,14.30812937,14.65682866,15.3225273,16.3052253,17.30598683,17.42800441,16.50822213,14.54664,11.83654089,9.25777342,6.970310077,4.974150857,3.333738311,2.242400087,1.735286667,1.812398052,2.303917324,2.70039373,2.909199861,2.930335716,2.807212027,2.670060982,2.542561162,2.424712567,2.316515197,2.217969051,2.129074131,2.049830435,1.980237964,1.920296718,1.86901104,1.823393962,1.782902399,1.747536349,1.717295815,1.692180794,1.672191288,1.657327296,1.647588819,1.643129621
753,-95.554167,57.0573162,6,401.4,0.293638668,283.5334387,21332.784,22065.75,18771.776,16036.002,14366.2584,31697.382,39883.7825,25.19271993,23.57491768,20.4863861,15.9271252,10.52602345,6.169746304,3.201323832,1.620756037,1.131951565,0.846636355,0.603306032,0.401960596,0.246209778,0.146882771,0.105948519,0.123407022,0.182583539,0.233453847,0.266922632,0.282989893,0.285302788,0.284802785,0.283479239,0.281332153,0.278361526,0.274567357,0.269949648,0.264508397,0.258243605,0.251155272,0.243596826,0.236628553,0.230443232,0.225040863,0.220421446,0.216584981,0.213531468,0.211260907,0.209773299,0.20909213
754,22.99583252,-12.49268352,2,736.8,0.325301247,497.1180412,2256.282,1077.6948,740.7648,605.8416,486.2384,1192.596,1039.635,31.22329459,29.06458199,24.94340339,18.85975879,11.79806347,6.711563264,4.13721197,4.075009584,5.765433682,6.92991699,7.154174548,6.438206356,5.085160715,4.004482524,3.361525403,3.15628935,3.251115065,3.233024643,3.026931191,2.63283471,2.111251925,1.643733009,1.263287085,0.969914154,0.763614214,0.644387266,0.612233311,0.667152347,0.809144376,1.038209396,1.328427875,1.60204121,1.844911473,2.057038665,2.238422786,2.389063836,2.508961814,2.598116721,2.656528556,2.683275028
755,-149.3791668,63.58231617,7,213.2,0.381144676,131.9399551,5257.9296,1886.599,1231.4432,759.314,629.0994,1308.16,1265.382,17.34790045,16.18300012,13.95909948,10.67619853,6.796288694,3.705344235,1.655360473,0.646337405,0.45546747,0.414327974,0.401387518,0.416646103,0.447645679,0.457012094,0.437950049,0.390459543,0.323572056,0.264382032,0.217815733,0.183873159,0.16049316,0.141492285,0.125746271,0.113255119,0.104018828,0.098037399,0.095310831,0.095839124,0.099622278,0.106660293,0.116017818,0.124888796,0.132763034,0.139640534,0.145521294,0.150405315,0.154292598,0.157183141,0.159076945,0.159944108
756,87.06249893,57.46564953,6,472.2,0.360601501,301.9239712,2787.7308,1986.2388,1267.776,1058.61,829.808,1958.748,1526.625,13.25244637,12.76557045,11.83608005,10.46397518,8.776138917,7.153220503,5.664428891,4.309764084,3.111155014,2.134388484,1.391425732,0.882266757,0.581874879,0.415140059,0.368405927,0.441672482,0.597086742,0.721089757,0.793034446,0.81292081,0.792870267,0.769247077,0.748662923,0.731117804,0.71661172,0.705144673,0.696716661,0.691327684,0.688977743,0.689666838,0.692651048,0.69569861,0.698403749,0.700766466,0.70278676,0.704464631,0.705800079,0.706793105,0.707443708,0.707741616
757,135.9291654,64.85731617,7,232.7,0.445171738,129.1085366,17771.1408,8603.5488,3381.6448,3914.736,1897.4172,3920.8905,2250.132,21.30333871,19.68896753,16.60698619,12.05739468,6.731000885,2.700228396,0.381896529,0,0.228272379,0.746111458,1.012244021,1.01498173,0.819513602,0.62140669,0.45621864,0.323949451,0.229979874,0.19045216,0.208301265,0.283527188,0.399743425,0.50779046,0.598730199,0.672562644,0.729287794,0.768905648,0.791416208,0.796819472,0.785115442,0.756304116,0.715121673,0.67577665,0.640852416,0.610348971,0.584266315,0.562604448,0.54536337,0.532543082,0.524143582,0.520297496
758,164.7124986,-20.58435016,1,1399.3,0.300485878,978.8301109,3076.893,1436.4,1076.9836,752.8256,568.3644,1275.534,1145.001,50,50,50,47.21294261,34.35328918,22.83482819,14.20932528,8.476780456,5.232445001,3.262072772,2.344891744,2.480901915,3.357840615,4.038919831,4.353814468,4.302524526,3.964436692,3.577711023,3.185649347,2.788251666,2.401435116,2.072951113,1.811481731,1.61702697,1.489586831,1.429161313,1.435750416,1.509354141,1.649972487,1.857605455,2.111615013,2.350087066,2.561764506,2.746647333,2.904735548,3.036029151,3.14052814,3.218232517,3.269142281,3.292453594
759,-47.97083386,-6.559350215,1,592,0.315904789,404.9843649,2780.8144,1302.912,942.4884,765.7408,735.2646,1517.67,1180.725,22.00041322,21.19800011,19.66612055,17.40477452,14.59768887,11.79604409,9.100054842,6.509721109,4.179431946,2.572354511,1.772701012,1.78047145,2.363264791,2.823877934,3.035546679,2.998271026,2.786815194,2.625471845,2.555021464,2.575464048,2.658380547,2.718513801,2.740362509,2.72392667,2.669206286,2.576201354,2.444911877,2.275337853,2.067479284,1.821336167,1.551504288,1.301770993,1.080097619,0.886484165,0.720930632,0.583437021,0.47400333,0.392629559,0.33931571,0.314903579
760,124.9958321,-27.1010168,8,124,0.471230316,65.56744082,1714.8164,1171.368,797.134,641.784,529.4016,1029.054,884.199,6.655938934,6.231377999,5.420852579,4.224362672,2.838601928,1.853651292,1.376798208,1.408042677,1.785450143,2.023216946,2.033015145,1.814844741,1.432142419,1.07521823,0.778674004,0.542509739,0.369339249,0.267003977,0.236929637,0.279116232,0.374064906,0.463279104,0.536123086,0.592596853,0.632700404,0.656433741,0.663796862,0.654789768,0.629412458,0.587664934,0.534391217,0.484123377,0.43950361,0.400531914,0.36720829,0.339532738,0.317505258,0.30112585,0.290394513,0.285480691
761,114.6124988,56.62398287,7,337.7,0.358856201,216.5142609,14567.2254,4327.3758,2276.5952,1430.856,482.6304,1134.306,1197.856,20.14912609,19.05828028,16.97575645,13.90155461,10.21351668,7.045168433,4.602605454,2.885827746,1.809936384,1.120234592,0.770413864,0.760474201,0.991327124,1.165707195,1.229566155,1.182904002,1.057948604,0.951383564,0.880787717,0.846161063,0.838242797,0.829250498,0.814132818,0.792889756,0.765521312,0.732027487,0.69240828,0.646663692,0.594793721,0.536798369,0.4754224,0.418900106,0.368728632,0.324907977,0.287438142,0.256319126,0.23155093,0.213133554,0.201066996,0.195541783
762,-94.09583368,52.94064955,6,142.6,0.278201561,102.9284574,32064.2784,31129.4232,31130.6424,28929.3576,29534.967,64142.286,57357.5985,8.312126838,7.67699951,6.464483701,4.674579413,2.582538336,1.014115542,0.135908701,0,0.173656275,0.41163425,0.51553006,0.485343705,0.360230603,0.257657007,0.198980418,0.184200836,0.200075451,0.20687583,0.197378623,0.171583829,0.134416581,0.100652272,0.072977341,0.051391785,0.035895605,0.026488802,0.023171375,0.025943323,0.034804649,0.04975535,0.069006279,0.087189994,0.103330594,0.117428081,0.129482453,0.139493712,0.147461856,0.153386887,0.157268803,0.159046312
763,-72.14583376,-4.309350224,1,982.9,0.243289585,743.7706669,3111.3264,1530.144,1135.904,903.756,802.584,1590.624,1304.495,42.858818,39.76838802,33.86847626,25.1590827,14.96907164,7.285035982,2.831810786,1.609396055,2.762598005,3.725835288,4.032638565,3.683007838,2.854626494,2.080544693,1.457680647,0.986034356,0.661996279,0.474737794,0.422290059,0.504653074,0.685941089,0.858496847,1.002746302,1.118689454,1.206326303,1.265656849,1.296681092,1.299399031,1.273810668,1.219916002,1.145688567,1.075048965,1.012346398,0.957580864,0.910752364,0.871860898,0.840906466,0.817889067,0.802808703,0.795903484
764,51.52083241,66.54898283,6,260.4,0.280429287,187.3762137,9180.864,10466.6496,8180.535,9804.7144,13957.8432,62909.76,33220.395,9.911428083,9.315537488,8.177928171,6.498600131,4.501652863,2.85938485,1.69403218,1.005594852,0.721121463,0.6217578,0.667712187,0.858984624,1.140088195,1.344562147,1.44214089,1.432824423,1.349576585,1.291288895,1.275941628,1.303534784,1.3603069,1.404973586,1.43002859,1.435471912,1.421303552,1.387523509,1.334131784,1.261128377,1.168513287,1.056286515,0.931619931,0.816029147,0.713426091,0.623810764,0.547183165,0.483543295,0.432891154,0.395226741,0.370550056,0.359250732
765,15.45416588,10.02398305,9,180.4,0.439809685,101.0583328,2231.424,1598.2496,1234.4832,996.36,833.0784,1688.535,1900.686,9.550778205,9.234600594,8.630988792,7.739942797,6.619480208,5.443653816,4.244109581,3.020847505,1.868219072,1.069278736,0.675490944,0.686855696,0.98255032,1.2001068,1.273621861,1.203095502,1.034201569,0.903961593,0.837288581,0.834182532,0.877232999,0.914208633,0.935612828,0.941445582,0.931706896,0.90639677,0.865515204,0.809062198,0.737037752,0.649441865,0.55193568,0.461502617,0.381230573,0.311119547,0.251169539,0.20138055,0.161752579,0.132285626,0.112979691,0.104139605
766,143.595832,-15.12601685,2,739.3,0.368485069,466.8789885,3247.79,1720.7208,1153.6064,927.792,891.6732,2367.992,1685.016,33.16209007,31.87165091,29.40808525,25.77139307,21.29108533,16.95569487,12.94495492,9.258865483,6.062710495,3.852341744,2.717914103,2.659427571,3.369703004,3.927202973,4.164375218,4.081219739,3.743269451,3.347123104,2.928525925,2.487477914,2.047105081,1.676785454,1.389133221,1.184148381,1.061830935,1.022180883,1.065198224,1.190882959,1.399235088,1.690254611,2.037715456,2.362939413,2.651621353,2.903761275,3.119359179,3.298415066,3.440928935,3.546900786,3.61633062,3.648122175
767,32.24583248,50.59898289,9,470.7,0.523241692,224.4101356,6762.9024,3678.0116,2268.6048,1563.472,1091.056,1790.25,1281.588,16.65298645,16.26951882,15.53744424,14.45676272,13.07454695,11.53201498,9.854842821,8.043030483,6.219773854,4.754660618,3.714888534,3.100457604,2.797848312,2.466502116,2.044499279,1.531839802,0.996810222,0.644270152,0.511466793,0.598400147,0.847966959,1.088857471,1.289924453,1.451167906,1.572587828,1.654184222,1.695957085,1.697906419,1.660032223,1.582334498,1.476072275,1.375022652,1.28532692,1.206985077,1.139997125,1.084363063,1.040082891,1.00715661,0.985584218,0.975706334
768,109.5208322,58.19064953,6,388.2,0.329940453,260.1171161,7431.7824,3217.5918,661.248,547.56,459,1029.42,926.415,7.82300536,7.795351149,7.742556745,7.664622149,7.489154711,6.998976479,6.154600553,4.956026933,3.564137002,2.461574908,1.736094134,1.38769468,1.317172219,1.22691377,1.062807884,0.824854559,0.555150651,0.37998673,0.322324716,0.382164609,0.528774009,0.66995572,0.788946614,0.88574669,0.96035595,1.012774393,1.043002019,1.051038828,1.036884819,1.000539994,0.948125296,0.898003558,0.853513475,0.814655048,0.781428278,0.753833163,0.731869705,0.715537902,0.704837756,0.699938215
769,115.2458322,35.21564962,9,334.9,0.471538658,176.9817034,2225.4984,1521.856,1095.582,909.3936,809.536,1998.612,1668.0825,11.31597637,11.1620335,10.86814258,10.4343036,9.813643485,8.865543039,7.564435129,5.910319756,4.138693246,2.956044583,2.490826308,2.743038422,3.483482186,4.024561385,4.241258526,4.133573608,3.805818587,3.570929326,3.485803254,3.550440372,3.717574681,3.845408187,3.908159434,3.905828424,3.838415156,3.70591963,3.508341846,3.245681805,2.917939506,2.525114949,2.091457,1.689712256,1.333107371,1.021642344,0.755317177,0.534131868,0.358086419,0.227180828,0.141415096,0.102143419
770,56.82083239,49.57398289,4,176.2,0.570622673,75.65628502,4163.7728,2389.464,1564.3056,1105.8768,756.522,1466.003,1157.52,15.81744486,14.68534587,12.52406599,9.333605209,5.619310971,2.897225603,1.442993163,1.256613651,1.973207518,2.498136111,2.632374222,2.37592185,1.836377416,1.336536184,0.935088201,0.632033467,0.424870016,0.306091949,0.274334557,0.329597839,0.448254296,0.559421425,0.650211497,0.720624514,0.770660474,0.800319379,0.809601227,0.79850602,0.767033756,0.715184437,0.648985164,0.586517248,0.531068199,0.482638017,0.441226702,0.406834253,0.379460672,0.359105958,0.345770111,0.339663696
771,-58.77083382,-8.001016876,1,905.4,0.323006935,612.9495211,2735.072,1680.3624,1145.144,1006.848,1006.048,2812.321,1308.51,14.56430897,14.64104881,14.78755214,15.00381897,15.14664243,14.78640193,13.84498465,12.32239057,10.37538479,8.474262534,6.70453204,5.066193304,3.636382925,2.6465107,2.138651139,2.11280424,2.447218714,2.776640695,3.034660387,3.22127779,3.344340609,3.427391955,3.474712395,3.486301928,3.462160554,3.402288274,3.306685088,3.175350994,3.008285994,2.805490087,2.579993055,2.370884242,2.185270801,2.023152733,1.884530036,1.769402712,1.677770761,1.609634181,1.564992974,1.544552
772,122.9958321,7.490649729,1,1334.5,0.324711838,901.1720522,3750.8744,1834.272,1279.422,1013.252,917.28,1848.28,1277.601,50,50,50,46.46359979,27.51573825,12.02915975,3.195672267,1.015275817,3.720352386,6.008047946,6.91420722,6.438830208,4.949912066,3.55143826,2.44413342,1.627997547,1.088385864,0.781364042,0.69894402,0.841125798,1.147502354,1.436852619,1.676227306,1.865626417,2.00504995,2.094497907,2.133970286,2.123467089,2.062988315,1.952533964,1.806518175,1.668183365,1.545391792,1.438143457,1.346438358,1.270276497,1.209657872,1.164582485,1.135050334,1.121527718
773,102.4124989,17.34898302,1,680.2,0.336156883,451.5460882,3222.9624,1538.7856,1016.158,844.4736,759.6288,1720.488,1160.115,37.78250525,35.02402042,29.7578221,21.9839103,12.92816807,6.268244533,2.672803175,2.141843994,3.808194906,5.070339654,5.45527528,4.963001785,3.832835147,2.782723295,1.943202217,1.314271912,0.892564041,0.667973582,0.638663258,0.80463307,1.111867999,1.398322986,1.634535295,1.820504926,1.956231879,2.041716153,2.076957749,2.061956666,1.996712906,1.881226466,1.730086245,1.587058928,1.460102097,1.349215751,1.254399889,1.175654513,1.112979621,1.066375215,1.035841294,1.021859972
774,-122.3375002,41.86564959,3,673.5,0.603119621,267.2989353,3343.254,1956.848,1445.1462,1107.1984,878.9088,1580.964,1169.944,19.79504627,20.1259669,20.75772445,21.69031894,22.59046586,22.45831169,21.11206488,18.55172544,15.20518597,12.35612427,10.23793631,8.850622084,7.981325932,6.991480874,5.764983821,4.301834773,2.790288544,1.795109573,1.418982304,1.661906737,2.361404542,3.03004073,3.579190757,4.008854623,4.319032328,4.509723872,4.580929255,4.532648477,4.364881538,4.077628439,3.705861528,3.354497854,3.042613245,2.7702077,2.53728122,2.343833804,2.189865453,2.075376166,2.000365944,1.966019158
775,-117.9458336,57.14064953,3,558.4,0.396298904,337.106692,27268.384,27326.484,26296.002,23950.875,21709,44703.75,44042.965,12.97841648,13.01278005,13.07838323,13.17522602,13.13270447,12.43900672,11.00107608,8.818912536,6.19030911,4.008644835,2.436352263,1.473431395,1.03914067,0.891255409,0.98573476,1.322578724,1.806362064,2.15080907,2.303869612,2.265543691,2.083322102,1.89967723,1.740513146,1.605829848,1.495627338,1.409905615,1.348664679,1.31190453,1.299625169,1.311826595,1.342369883,1.372838263,1.399883229,1.423504781,1.443702921,1.460477646,1.473828959,1.483756858,1.490261343,1.493239713
776,-119.5041669,60.08231619,6,471.3,0.416322403,275.0872515,29788.8864,38034.6936,28951.4784,23708.49,24063.9,45456.4,60773.733,12.228114,12.06651107,11.75799639,11.30256995,10.66404564,9.733865058,8.492290326,6.939321441,5.212304651,3.723278697,2.547159714,1.683947702,1.12155787,0.823735841,0.783889912,1.002020081,1.392269268,1.697066225,1.869579819,1.909810048,1.848169298,1.775894727,1.709574907,1.64920984,1.594799525,1.546343961,1.50384315,1.46729709,1.436705783,1.412069227,1.392501479,1.375344701,1.36011565,1.346814328,1.335440734,1.325994867,1.318476729,1.312886318,1.309223635,1.307546512
777,28.53749917,-31.16768345,5,961.2,0.353754692,621.17099,2984.4192,1520.922,598.968,645.6672,528.384,917.568,689.7345,44.30122768,42.46501847,38.95952815,33.78475674,27.45252566,21.49829923,16.20125279,11.56138632,7.698191601,4.970143915,3.442420589,3.115021623,3.664757701,4.122060878,4.31064607,4.230513279,3.933363177,3.57429778,3.181517456,2.755022204,2.318323905,1.9419582,1.638749753,1.408698563,1.25180463,1.168067953,1.157488534,1.220066372,1.355801466,1.564693818,1.824604685,2.069117841,2.286157608,2.475723987,2.637816978,2.772436581,2.879582795,2.959255621,3.011455059,3.035356907
778,112.4541655,41.29064959,4,188.3,0.463544693,101.0145343,3330.882,1918.3008,1433.1548,1077.808,877.548,1561.2375,1150.254,13.32868366,12.63312721,11.30524673,9.345042211,6.987955655,4.94031308,3.330537397,2.158628606,1.387256117,0.904428162,0.6897826,0.743319432,0.980702216,1.148921627,1.201975969,1.139865242,0.992128005,0.847379931,0.721732961,0.615187096,0.526637583,0.452770163,0.392982246,0.347273829,0.315644914,0.298095501,0.294625589,0.305235179,0.32992427,0.368692863,0.417311784,0.463093512,0.503731226,0.539224925,0.56957461,0.594780281,0.614841937,0.629759579,0.639533206,0.644008499
779,-102.0708336,28.26564965,1,186.2,0.46557106,99.51066863,1505.3724,854.1,639.009,518.7696,436.65,841.5985,719.316,11.00619425,10.54460543,9.663390422,8.362549216,6.807802345,5.496311401,4.518469401,3.874276344,3.467090077,3.006984142,2.441244636,1.769871559,1.076045394,0.609307586,0.415029306,0.493210555,0.762741026,0.980289795,1.101614876,1.126716269,1.076510072,1.013744579,0.94982857,0.884762046,0.818545005,0.751177449,0.682659377,0.612990789,0.542171686,0.470202066,0.398941157,0.333966632,0.276292616,0.225919109,0.182846109,0.147073618,0.118601636,0.097430162,0.083559196,0.077207753
780,119.2041655,71.42398281,7,128.8,0.548901367,58.10150393,18811.884,4246.192,3131.5284,3065.4528,2146.5504,7135.312,1423.3725,15.62451221,14.58932183,12.61304929,9.695694591,6.24220734,3.467436386,1.592263336,0.61668819,0.354705485,0.248298832,0.196010707,0.197841108,0.236522861,0.260254442,0.259617391,0.234611709,0.192312651,0.15394599,0.123370956,0.100587549,0.084374432,0.071067597,0.06000086,0.05117422,0.044587679,0.040241235,0.038134889,0.038268641,0.040642491,0.045256439,0.051471802,0.057372534,0.062610262,0.067184987,0.071096708,0.074345425,0.076931139,0.07885385,0.080113556,0.08069037
781,117.6541655,55.7073162,7,255.5,0.455207329,139.1945274,14567.2254,4327.3758,2276.5952,1430.856,482.6304,1134.306,1197.856,17.25073503,16.31027529,14.51485214,11.86446558,8.725043904,6.194371984,4.472047068,3.558069156,3.243936854,2.904145985,2.424968516,1.806404447,1.141447886,0.709081156,0.560028317,0.694289368,1.025569677,1.294985346,1.455466577,1.507013369,1.472476191,1.420406455,1.363268051,1.301060981,1.233785244,1.161440841,1.08402777,1.001546033,0.913995628,0.821376558,0.726941906,0.64045093,0.563678042,0.496623241,0.439286527,0.391667901,0.353767361,0.325584908,0.307120543,0.298665807
782,-79.29583374,-5.751016885,5,914,0.374358253,571.8365568,3312.96,1733.6592,1137.6,878.85,744.12,1978.16,1860.936,50,50,45.99640956,33.91514646,19.8388183,9.473774852,3.857534255,2.990096508,5.52996536,7.452652052,8.026431358,7.251303276,5.526924943,4.052267768,3.045326554,2.5061013,2.323831247,2.16623412,1.97289496,1.743813766,1.4950068,1.274522846,1.091098047,0.944732403,0.835425914,0.76317858,0.7279904,0.729861376,0.768791506,0.844780791,0.947270681,1.044585527,1.130966122,1.206412463,1.270924553,1.32450239,1.367145974,1.398855306,1.419630386,1.429143185
783,79.33749896,61.83231618,6,391.8,0.25407814,292.2521847,11837.7936,3969.35,2362.7016,993.84,578.685,856.18,687.608,22.03970892,20.54295385,17.68551235,13.46738441,8.484808988,4.526502895,1.917687372,0.65836242,0.45459629,0.424593739,0.408028358,0.404900149,0.408334596,0.397708155,0.369271093,0.323023408,0.26732369,0.227247704,0.207354679,0.207644616,0.22260853,0.235719472,0.243972539,0.247367733,0.245905052,0.239584498,0.228406071,0.212369769,0.191475594,0.165723544,0.136845085,0.110034604,0.086236537,0.065450883,0.047677643,0.032916816,0.021168404,0.012432404,0.006708818,0.004088019
784,96.57916556,63.9156495,6,253.7,0.388617516,155.1077362,18892.2624,4017,2653.5256,2940.168,2501.685,7448.2265,1300.143,22.8026769,21.19764867,18.13350387,13.6102425,8.277843242,4.086242133,1.389973001,0.189035844,0.145543138,0.2458323,0.305601046,0.324849374,0.313978825,0.304194021,0.30116853,0.304902352,0.310104923,0.30090455,0.27441547,0.230637683,0.175534323,0.126994789,0.0882717,0.059365055,0.040274855,0.0310011,0.031543789,0.041902922,0.0620785,0.092070523,0.128865182,0.163421054,0.194094244,0.220884751,0.243792577,0.26281772,0.27796018,0.289219959,0.296597055,0.299974989
785,116.2291655,40.97398293,9,377.5,0.537246704,174.6893692,2889.3984,1737.684,1140.9426,772.74,718.976,1687.535,1377.405,9.759976988,9.881555607,10.11366024,10.4562909,10.78357577,10.71789946,10.19060462,9.201691253,7.850315984,6.433948687,5.006674793,3.568494303,2.234154309,1.347896091,0.972308973,1.107392955,1.606985486,2.032598915,2.304508215,2.422713387,2.420624941,2.398474413,2.374485721,2.348658862,2.320993838,2.291490648,2.260149292,2.226969771,2.191952083,2.155096231,2.117653833,2.083379753,2.052956694,2.026384654,2.003663635,1.984793636,1.969774658,1.958606699,1.951289761,1.947939373
786,-55.40416717,-27.96768346,2,1032.7,0.389912682,630.0371733,3786.132,1769.472,1035.2034,577.2592,341.5104,835.5095,714.879,50,50,49.38514297,42.8131036,33.60222791,25.21287493,18.09058604,12.23536126,7.703309757,4.66275907,3.144314205,3.147975164,4.228851006,5.052268913,5.3755611,5.198727567,4.638424968,4.04462327,3.480953376,2.947415285,2.454135,2.031490531,1.68500515,1.414678858,1.220511655,1.102503542,1.060654517,1.094964581,1.205433735,1.392061977,1.632480538,1.859583104,2.061168528,2.237236809,2.387787948,2.512821945,2.6123388,2.686338513,2.734821083,2.757020997
787,57.82916572,36.41564961,3,25.2,0.479894333,13.10666281,1633.9644,1151.0928,900.3456,757.9968,631.3088,1312.794,989.352,1.573802669,1.508406438,1.383559087,1.199260617,0.973443386,0.75990447,0.568425153,0.399005438,0.257575672,0.161926907,0.115293878,0.117676586,0.154792712,0.183795301,0.196893997,0.194088802,0.178586108,0.160005101,0.140094724,0.118854977,0.097264847,0.078261297,0.062378321,0.049615918,0.039974089,0.033452834,0.030052152,0.029772044,0.03261251,0.038573549,0.046775705,0.05458061,0.061508558,0.067559552,0.072733589,0.077030672,0.080450798,0.082993969,0.084660185,0.085423136
